id;nombre_iniciativa;tipo_intent_negocio;tipo_intent_operativo;tipo_intent_capacidad_equipos;tipo_intent_tecnico_arquitectural;declaracion_intent;area_proponente;flujo_de_valor;metricas_de_exito;impacto_personas;datos_requeridos_ninguno;datos_requeridos_datos_publicos;datos_requeridos_datos_operativos;datos_requeridos_datos_personales;datos_requeridos_datos_confidenciales;datos_requeridos_otros;supuesto_riesgo;restricciones;sponsor;label;razonamiento;split
VAR-FAC-D03;VAR-FAC-D03;false;true;false;false;Agente que cierra tickets y notifica al cliente automaticamente sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes notificados. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D04;VAR-FAC-D04;false;true;false;false;Sistema que publica reportes a un tablero externo automaticamente sin validacion previa.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Audiencia interna amplia. Criticidad media.;false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D05;VAR-FAC-D05;true;false;false;false;Agente que ajusta limites de servicio del cliente de forma automatica sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes afectados. Criticidad alta.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";Cumplimiento regulatorio.;Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D06;VAR-FAC-D06;false;true;false;false;Agente que reasigna casos entre equipos automaticamente y comunica al cliente sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con cambios. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D07;VAR-FAC-D07;false;true;false;false;Agente que ejecuta reinicios de servicios productivos de forma autonoma ante alertas.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Continuidad del servicio. Criticidad alta.;false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D08;VAR-FAC-D08;true;false;false;false;Sistema que aprueba reintegros menores y los ejecuta automaticamente sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con reintegros. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D09;VAR-FAC-D09;false;true;false;false;Agente que actualiza la direccion del cliente en sistemas core de forma automatica sin validacion.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes cuyos datos cambian. Criticidad alta.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;val
VAR-FAC-D10;VAR-FAC-D10;true;false;false;false;Sistema que aplica bonificaciones automaticas a la factura sin aprobacion previa.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con bonificaciones. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;val
VAR-FAC-D11;VAR-FAC-D11;false;true;false;false;Agente que modifica configuraciones de red de forma autonoma ante desvios.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Continuidad del servicio. Criticidad alta.;false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;val
VAR-FAC-D12;VAR-FAC-D12;false;true;false;false;Agente que envia comunicaciones no estandar a clientes generadas y enviadas sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes destinatarios. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;val
VAR-FAC-N01;VAR-FAC-N01;false;true;false;false;Agente que analiza expedientes confidenciales con el unico proveedor capaz, que procesa fuera de jurisdiccion.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Abogados como usuarios. Criticidad alta.;false;false;false;false;true;false;"Proveedor unico fuera de jurisdiccion sin opcion local; sin alternativa viable.";"Secreto profesional; prohibido transferir a jurisdicciones sin proteccion equivalente.";Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N02;VAR-FAC-N02;true;false;false;false;Sistema que requiere un proveedor externo sin homologacion posible en el plazo del proyecto.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Unico proveedor no cumple los requisitos de seguridad en el plazo; sin alternativa.";"Cumplimiento BCRA; sin proveedor homologado disponible.";Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N03;VAR-FAC-N03;false;true;false;false;Sistema de salud que necesita datos sensibles en un proveedor que no garantiza residencia local.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Proveedor fuera de jurisdiccion; sin opcion on-premise ni region local.";"Datos de salud; prohibida la transferencia internacional.";Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N04;VAR-FAC-N04;false;true;false;false;Sistema que depende de una tecnologia experimental no disponible para produccion en el plazo.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"Tecnologia inmadura; no hay version productiva disponible.";Plazo del proyecto no negociable.;Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N05;VAR-FAC-N05;true;false;false;false;Sistema que exige integrar un core legacy sin API y sin posibilidad de modificacion ahora.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Integracion tecnicamente inviable con el core actual; sin alternativa en el plazo.";Sin presupuesto para reemplazar el core.;Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N06;VAR-FAC-N06;false;true;false;false;Sistema que necesita un volumen de datos curados que no existe ni puede generarse en el plazo.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"No hay datos de calidad suficientes; su generacion excede el plazo.";Sin dataset disponible.;Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N07;VAR-FAC-N07;true;false;false;false;Sistema que requiere una certificacion regulatoria que no estara disponible en el horizonte del proyecto.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Certificacion pendiente sin fecha; bloquea el despliegue.";Cumplimiento obligatorio antes de produccion.;Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N08;VAR-FAC-N08;false;true;false;false;Agente legal con el unico proveedor capaz fuera de jurisdiccion, sin alternativa local.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"Proveedor unico fuera de jurisdiccion; sin alternativa.";"Secreto profesional; prohibida la transferencia.";Gerente de Area (persona accountable);no_avanza;;val
VAR-FAC-N09;VAR-FAC-N09;true;false;false;false;Scoring que depende de un bureau externo sin acuerdo de proteccion de datos vigente.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Proveedor sin acuerdo de proteccion; sin alternativa en el plazo.";Cumplimiento Ley 25.326.;Gerente de Area (persona accountable);no_avanza;;val
VAR-FAC-N10;VAR-FAC-N10;false;true;false;false;Sistema que requiere infraestructura GPU no disponible ni adquirible en el plazo del proyecto.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;Sin capacidad de computo disponible en el plazo.;Presupuesto y plazo fijos.;Gerente de Area (persona accountable);no_avanza;;val
VAR-FAC-N11;VAR-FAC-N11;false;true;false;false;Sistema que necesita consentimiento explicito de clientes que no puede recolectarse a tiempo.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Sin base de consentimiento; recolectarlo excede el plazo.";Cumplimiento Ley 25.326.;Gerente de Area (persona accountable);no_avanza;;val
VAR-FAC-V13;VAR-FAC-V13;false;true;false;false;"Clasificador que enruta tickets entrantes al equipo en plataforma homologada; el equipo decide.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"Plataforma interna homologada; el equipo decide.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;train
VAR-FAC-V14;VAR-FAC-V14;false;false;true;false;"Busqueda semantica sobre documentacion interna homologada; el usuario consulta y decide.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"Plataforma homologada; sin decision automatica.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;train
VAR-FAC-V15;VAR-FAC-V15;true;false;false;false;"Asistente que redacta respuestas a consultas frecuentes; el agente edita y envia.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes via agente. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Cumplimiento Ley 25.326; el agente envia.";Gerente de Area (persona accountable);avanza_fast_gate;;train
VAR-FAC-V16;VAR-FAC-V16;false;true;false;false;Extractor de datos de facturas a un borrador que el contador revisa antes de cargar.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"Plataforma interna; el contador valida.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;train
VAR-FAC-V17;VAR-FAC-V17;false;true;false;false;"Resumen de llamadas para el supervisor en plataforma homologada; informativo.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;Plataforma homologada.;"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;val
VAR-FAC-V18;VAR-FAC-V18;false;false;true;false;"Traductor interno de documentacion con modelo del catalogo; el autor valida.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"Modelo del catalogo; revision previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;val
VAR-FAC-V19;VAR-FAC-V19;true;false;false;false;"Resumen del historial del cliente para el representante en CRM interno homologado; informativo.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Representantes como usuarios. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Cumplimiento Ley 25.326; informativo.";Gerente de Area (persona accountable);avanza_fast_gate;;val
VAR-FAC-V20;VAR-FAC-V20;false;true;false;false;"Deteccion de anomalias de inventario que alerta al equipo; el equipo decide intervenir.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"Plataforma interna; el equipo decide.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;val
TST-FAC-V01;TST-FAC-V01;false;true;false;false;Transcripcion de reuniones para los participantes en plataforma homologada.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;Plataforma homologada.;"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;test
TST-FAC-V02;TST-FAC-V02;false;false;true;false;Buscador de jurisprudencia interna para el abogado, que valida cada cita.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"Consulta asistiva; el abogado decide.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;test
TST-FAC-V03;TST-FAC-V03;false;true;false;false;"Clasificador de correos internos que los enruta al area; el area decide.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"Plataforma interna; el area decide.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;test
TST-FAC-V04;TST-FAC-V04;false;false;true;false;Generador de tests unitarios sugeridos para el desarrollador, que revisa y acepta.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"Modelo del catalogo; el dev revisa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;test
TST-FAC-V05;TST-FAC-V05;true;false;false;false;"Resumen de feedback de clientes para el equipo de producto; informativo.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Equipo de producto como usuario. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Cumplimiento Ley 25.326; informativo.";Gerente de Area (persona accountable);avanza_fast_gate;;test
TST-FAC-V06;TST-FAC-V06;false;true;false;false;"Asistente que indexa contratos para busqueda del abogado; consulta sin decision.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"Plataforma homologada; consulta.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;test
TST-FAC-V07;TST-FAC-V07;false;false;true;false;"Asistente de codigo con catalogo corporativo; el desarrollador acepta o descarta.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"Modelo del catalogo; el dev decide.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;test
TST-FAC-V08;TST-FAC-V08;false;true;false;false;"Priorizador de alertas de monitoreo para el NOC; el NOC decide la intervencion.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"Plataforma interna; el NOC decide.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_fast_gate;;test
VAR-FAC-D13;VAR-FAC-D13;false;true;false;false;Agente que cancela suscripciones de clientes automaticamente sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con suscripcion. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D14;VAR-FAC-D14;true;false;false;false;Sistema que aplica recargos por mora a la factura de forma automatica sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes facturados. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";Cumplimiento Defensa del Consumidor.;Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D15;VAR-FAC-D15;false;true;false;false;Agente que reprograma entregas y notifica al cliente sin validacion previa.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con entregas. Criticidad media; reversible.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D16;VAR-FAC-D16;true;false;false;false;Sistema que actualiza el segmento comercial del cliente y dispara campanias sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes segmentados. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";Cumplimiento Ley 25.326.;Gerente de Area (persona accountable);avanza_con_redisenio;;train
VAR-FAC-D17;VAR-FAC-D17;false;true;false;false;Agente que actualiza la direccion del cliente en el CRM de forma automatica sin validacion.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes cuyos datos cambian. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;val
VAR-FAC-D18;VAR-FAC-D18;true;false;false;false;Sistema que aprueba devoluciones menores y emite el reembolso sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con devoluciones. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;val
VAR-FAC-D19;VAR-FAC-D19;false;true;false;false;Agente que escala incidentes a proveedores externos de forma automatica sin acotar alcance.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Continuidad operativa. Criticidad media; reversible.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;val
VAR-FAC-D20;VAR-FAC-D20;true;false;false;false;Sistema que aplica bonificaciones a la factura del cliente sin aprobacion previa.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con bonificaciones. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;val
TST-FAC-D01;TST-FAC-D01;false;true;false;false;Agente que reasigna turnos de clientes y los notifica sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con turnos. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;test
