id;nombre_iniciativa;tipo_intent_negocio;tipo_intent_operativo;tipo_intent_capacidad_equipos;tipo_intent_tecnico_arquitectural;declaracion_intent;area_proponente;flujo_de_valor;metricas_de_exito;impacto_personas;datos_requeridos_ninguno;datos_requeridos_datos_publicos;datos_requeridos_datos_operativos;datos_requeridos_datos_personales;datos_requeridos_datos_confidenciales;datos_requeridos_otros;supuesto_riesgo;restricciones;sponsor;label;razonamiento;split
VAR-INT-I11;VAR-INT-I11;true;false;false;false;Sistema que analiza historial de pagos y perfil crediticio del cliente para recomendar productos.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";Sin datos personales.;Gerente de Area (persona accountable);incompleta;;train
VAR-INT-I12;VAR-INT-I12;false;true;false;false;Agente que procesa datos personales de empleados para asignar turnos.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Empleados afectados.;true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);incompleta;;train
VAR-INT-I13;VAR-INT-I13;true;false;false;false;Sistema puramente informativo que no accede a ningun dato del cliente ni de terceros.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";No usa datos.;Gerente de Area (persona accountable);incompleta;;train
VAR-INT-I14;VAR-INT-I14;false;true;false;false;Herramienta que no procesa informacion alguna, solo muestra un calendario fijo.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);incompleta;;train
VAR-INT-I15;Bot de reportes;false;true;false;false;;Finanzas;Proceso interno del area;Cierre mensual en 1 dia en lugar de 4;"Analistas de finanzas como usuarios; reportes internos. Criticidad media.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Datos financieros confidenciales; acceso restringido al equipo de Finanzas.";Gerente de Finanzas (persona accountable);incompleta;;train
VAR-INT-I16;VAR-INT-I16;true;false;false;false;Asistente comercial.;Operaciones;Proceso interno del area;;"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);incompleta;;val
VAR-INT-I17;VAR-INT-I17;false;true;false;false;Clasificador de correos.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";;incompleta;;val
VAR-INT-I18;Analizador de costos;false;true;false;false;;Finanzas;Proceso interno del area;Identificacion del 90% de desvios de costo > 5%;"Controllers como usuarios; marca desvios para revision. Criticidad media.";false;false;false;false;true;false;"Reglas de deteccion auditadas; control de gestion revisa cada alerta.";"Informacion de costos confidencial; segregacion de funciones.";Controller (persona accountable);incompleta;;val
VAR-INT-I19;VAR-INT-I19;true;false;false;false;Sistema que usa datos de facturacion y consumo del cliente para segmentar.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";Sin datos personales.;Gerente de Area (persona accountable);incompleta;;val
VAR-INT-I20;VAR-INT-I20;false;false;true;false;Asistente de documentacion.;Operaciones;;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);incompleta;;val
VAR-INT-I21;VAR-INT-I21;false;true;false;false;Optimizador de rutas.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";;false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);incompleta;;val
VAR-INT-I22;VAR-INT-I22;true;false;false;false;Motor de upsell.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;;"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);incompleta;;val
VAR-INT-A01;Asistente de docs;false;false;true;false;"Asistente que genera borradores de documentacion tecnica a partir de notas del equipo; el autor revisa.";Ingenieria;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A02;Resumen gerencial;false;true;false;false;"Sistema que resume reportes de gestion confidenciales y marca desvios; la gerencia valida.";Planificacion;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A03;Recomendador asistido;true;false;false;false;"Sistema que sugiere ofertas al representante segun el consumo del cliente; el representante decide.";Ventas;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes via representante; el representante decide. Criticidad media.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Cumplimiento Ley 25.326; el representante decide.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A04;Triage de incidencias;false;true;false;false;"Sistema que prioriza incidencias por severidad para el equipo tecnico; el equipo decide.";Soporte;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A05;Anomalias de costos;false;true;false;false;Sistema que detecta anomalias de costos y las marca para revision de Finanzas.;Finanzas;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A06;Asistente comunicados;false;false;true;false;"Asistente que redacta borradores de comunicados internos; el responsable aprueba antes de publicar.";Comunicaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A07;Chatbot de plan;true;false;false;false;"Chatbot que responde consultas del cliente sobre su plan en plataforma interna homologada; escala a humano.";Atencion;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes que interactuan. Criticidad alta.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Cumplimiento Ley 25.326; escalada a humano fuera de dominio.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A08;Monitoreo de red;false;true;false;false;"Sistema de monitoreo que alerta al equipo de red ante desvios; el equipo decide intervenir.";Infraestructura;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A09;Clasificador de logs;false;false;false;true;Pipeline que clasifica logs de plataforma para mejorar la observabilidad interna.;Plataforma;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A10;Analizador de clausulas;false;true;false;false;"Sistema que analiza contratos internos e identifica clausulas de riesgo; el abogado valida.";Legal;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Abogados como consumidores. Criticidad alta.;false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Confidencialidad contractual; el abogado valida cada hallazgo.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A11;Scoring credito;true;false;false;false;"Sistema que calcula score crediticio con API externa por homologar; el analista registra la decision.";Credito;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes solicitantes; el score condiciona el acceso. Criticidad muy alta.";false;false;false;true;false;false;La API externa sera homologada antes de produccion.;"Cumplimiento BCRA; el analista decide; sin variables discriminatorias.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A12;Onboarding;false;true;false;false;"Agente que envia comunicaciones de bienvenida predefinidas al activar un plan; contenido aprobado.";Activacion;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes nuevos. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Cumplimiento Ley 25.326; plantillas aprobadas.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A13;Asignacion de turnos;false;true;false;false;"Sistema que sugiere asignacion de turnos al supervisor; el supervisor aprueba.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A14;Asistente SQL;false;false;true;false;Asistente que genera consultas SQL a partir de pedidos en lenguaje natural del analista interno.;Datos;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A15;Resumen de actas;false;true;false;false;"Sistema que resume actas de directorio para los participantes; ellos validan antes de distribuir.";Secretaria;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Confidencial; participantes validan.";Gerente de Area (persona accountable);admitida;;train
VAR-INT-A16;Asistente tickets;false;false;true;false;"Asistente que propone respuestas a tickets internos; el agente revisa antes de enviar.";Soporte;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;val
VAR-INT-A17;Tablero de costos;false;true;false;false;"Sistema que genera tableros de costos para gerentes; ninguna decision sobre personas depende del output.";Finanzas;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;val
VAR-INT-A18;Recomendador upgrade;true;false;false;false;"Sistema que recomienda upgrades al representante; el representante decide que ofrecer.";Atencion;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes via representante. Criticidad media.;false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Cumplimiento Defensa del Consumidor; el representante decide.";Gerente de Area (persona accountable);admitida;;val
VAR-INT-A19;Deteccion de fraude;false;true;false;false;"Sistema que detecta fraude potencial y lo marca para el equipo de riesgos; el equipo decide.";Riesgos;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;val
VAR-INT-A20;Calidad de datos;false;false;false;true;Pipeline que evalua la calidad de datos de ingestion y reporta al equipo de datos.;Datos;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;val
VAR-INT-A21;Resumen tecnico;false;false;true;false;Asistente que resume papers tecnicos para el equipo de investigacion interna.;I+D;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);admitida;;val
VAR-INT-A22;Analisis de clima;false;true;false;false;Sistema que analiza encuestas internas de clima y reporta tendencias agregadas a RRHH.;RRHH;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Datos agregados; sin identificar individuos.";Gerente de Area (persona accountable);admitida;;val
VAR-INT-A23;Resumen de historial;false;true;false;false;"Sistema que genera un resumen del historial del cliente para el representante; es informativo.";Atencion;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Representantes como usuarios; informativo. Criticidad media.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Cumplimiento Ley 25.326; el representante decide.";Gerente de Area (persona accountable);admitida;;val
