id;nombre_iniciativa;tipo_intent_negocio;tipo_intent_operativo;tipo_intent_capacidad_equipos;tipo_intent_tecnico_arquitectural;declaracion_intent;area_proponente;flujo_de_valor;metricas_de_exito;impacto_personas;datos_requeridos_ninguno;datos_requeridos_datos_publicos;datos_requeridos_datos_operativos;datos_requeridos_datos_personales;datos_requeridos_datos_confidenciales;datos_requeridos_otros;supuesto_riesgo;restricciones;sponsor;label;razonamiento;split
VAR-SOL-S11;VAR-SOL-S11;false;true;false;false;Sistema que resume encuestas internas y reporta tendencias agregadas a RRHH.;Operaciones;Proceso interno del area;"Tiempo de analisis -50%; cobertura de encuestas 100%";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);solido;;val
VAR-SOL-S12;VAR-SOL-S12;true;false;false;false;"Sistema que sugiere ofertas al representante segun consumo; el representante decide.";Operaciones;Proceso interno del area;"Conversion >= 12%; NPS sin deterioro";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);solido;;val
VAR-SOL-S13;VAR-SOL-S13;false;true;false;false;"Sistema que detecta fraude potencial y lo marca para el equipo de riesgos; el equipo decide.";Operaciones;Proceso interno del area;"Deteccion de fraude +20%; falsos positivos < 8%";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);solido;;val
VAR-SOL-S14;VAR-SOL-S14;false;false;true;false;"Asistente que redacta borradores de comunicados internos; el responsable aprueba.";Operaciones;Proceso interno del area;"Tiempo de redaccion -50%; aprobacion sin cambios >= 70%";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";true;false;false;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);solido;;val
VAR-SOL-S15;VAR-SOL-S15;false;false;false;true;Pipeline que evalua calidad de datos de ingestion y reporta al equipo de datos.;Operaciones;Proceso interno del area;"Registros inconsistentes -80%; cobertura 100%";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);solido;;val
VAR-SOL-R01;VAR-SOL-R01;true;false;false;false;Implementar GPT-4 en el canal de atencion para automatizar respuestas.;Operaciones;Proceso interno del area;"Implementacion en Q3; adopcion >= 80%";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;train
VAR-SOL-R02;VAR-SOL-R02;false;true;false;false;Implementar un modelo de Hugging Face en el area de soporte.;Operaciones;Proceso interno del area;Despliegue completo en Q2;"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;train
VAR-SOL-R03;VAR-SOL-R03;true;false;false;false;Adoptar Llama 3 para el equipo comercial.;Operaciones;Proceso interno del area;Uso del modelo >= 80%;"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;train
VAR-SOL-R04;VAR-SOL-R04;false;true;false;false;Sistema que mejora la experiencia y reduce tiempos del proceso de reclamos.;Operaciones;Proceso interno del area;"Mejorar la experiencia; reducir tiempos; aumentar la eficiencia";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;train
VAR-SOL-R05;VAR-SOL-R05;false;true;false;false;Sistema que optimiza la gestion de inventario.;Operaciones;Proceso interno del area;"Optimizar el inventario; mejorar la disponibilidad";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;train
VAR-SOL-R06;VAR-SOL-R06;true;false;false;false;Sistema que aumenta las ventas y la satisfaccion del cliente.;Operaciones;Proceso interno del area;"Aumentar ventas; mejorar satisfaccion";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;train
VAR-SOL-R07;VAR-SOL-R07;false;true;false;false;Sistema que analiza datos de gestion para la toma de decisiones.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";El equipo de Transformacion Digital;devolucion_reformulacion;;train
VAR-SOL-R08;VAR-SOL-R08;false;true;false;false;Sistema que clasifica solicitudes de servicio.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";El comite de Operaciones;devolucion_reformulacion;;train
VAR-SOL-R09;VAR-SOL-R09;true;false;false;false;Sistema que recomienda productos a clientes.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";El area de Marketing en su conjunto;devolucion_reformulacion;;train
VAR-SOL-R10;VAR-SOL-R10;false;true;false;false;Implementar una plataforma de IA generativa para documentos.;Operaciones;Proceso interno del area;Implementacion exitosa de la plataforma;"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;train
VAR-SOL-R11;VAR-SOL-R11;true;false;false;false;Desplegar un LLM propio en atencion al cliente.;Operaciones;Proceso interno del area;Despliegue en produccion;"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;val
VAR-SOL-R12;VAR-SOL-R12;false;true;false;false;Sistema que mejora la calidad y agiliza el proceso de compras.;Operaciones;Proceso interno del area;"Mejorar calidad; agilizar el proceso";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;val
VAR-SOL-R13;VAR-SOL-R13;false;true;false;false;Sistema de analisis financiero.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";La direccion de Finanzas en general;devolucion_reformulacion;;val
VAR-SOL-R14;VAR-SOL-R14;false;true;false;false;Sistema que hace mas eficiente la logistica.;Operaciones;Proceso interno del area;Hacer mas eficiente la operacion;"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;val
VAR-SOL-R15;VAR-SOL-R15;true;false;false;false;Instalar un chatbot con tecnologia de OpenAI.;Operaciones;Proceso interno del area;Chatbot operativo en Q4;"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_reformulacion;;val
VAR-SOL-N01;VAR-SOL-N01;false;true;false;false;Digitalizar el formulario de solicitud de licencias en el portal de RRHH y eliminar pasos manuales.;RRHH;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N02;VAR-SOL-N02;false;true;false;false;Automatizar la conciliacion bancaria con reglas fijas que cruzan movimientos contra el ERP.;Finanzas;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N03;VAR-SOL-N03;false;true;false;false;Rediseñar el flujo de aprobacion de compras eliminando aprobaciones redundantes.;Compras;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N04;VAR-SOL-N04;false;true;false;false;Migrar las planillas de control de horas a un sistema web con validaciones de campos.;Administracion;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N05;VAR-SOL-N05;false;true;false;false;Implementar reglas de negocio fijas para calcular descuentos segun una tabla predefinida.;Comercial;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N06;VAR-SOL-N06;false;true;false;false;Digitalizar el archivo de expedientes en un gestor documental con busqueda por metadatos.;Legal;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N07;VAR-SOL-N07;false;true;false;false;Crear un tablero de BI con indicadores predefinidos a partir de consultas SQL fijas.;Planificacion;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N08;VAR-SOL-N08;false;true;false;false;Automatizar el envio de recordatorios por correo segun fechas de vencimiento en una agenda.;Cobranzas;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N09;VAR-SOL-N09;false;true;false;false;Implementar un workflow de aprobaciones con pasos fijos y notificaciones automaticas.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N10;VAR-SOL-N10;false;false;false;true;Migrar la base de datos on-premise a la nube sin cambios funcionales.;Plataforma;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;train
VAR-SOL-N11;VAR-SOL-N11;false;true;false;false;Digitalizar el alta de proveedores con un formulario y validaciones de formato.;Compras;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;val
VAR-SOL-N12;VAR-SOL-N12;false;true;false;false;Automatizar el calculo de comisiones con una formula fija sobre las ventas registradas.;Comercial;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;val
VAR-SOL-N13;VAR-SOL-N13;false;true;false;false;Reemplazar el control manual de stock por lectura de codigos de barras.;Logistica;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;val
VAR-SOL-N14;VAR-SOL-N14;false;true;false;false;Crear un portal de autogestion para que el empleado descargue sus recibos.;RRHH;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;val
VAR-SOL-N15;VAR-SOL-N15;false;true;false;false;Integrar dos sistemas via API para sincronizar catalogos con reglas fijas de mapeo.;Plataforma;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);devolucion_no_ia;;val
